"","AOU_code","Watershed_name","Species","numyears","numpresent","percyears","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","chiPval","chi_fearly","chi_flate","runsPval","numtransitions","trend","classification","Common_name","Order","Family","Genus","species","Sequence","Family1","Order1","Avibase.ID1","Total.individuals","Female","Male","Unknown","Complete.measures","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand.Wing.Index","Tail.Length","Mass","Mass.Source","Mass.Refs.Other","Inference","Traits.inferred","Reference.species","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size"
"342","GRSP","N1B","GRSP",18,14,0.777777777777778,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0.570750388058174,0.666666666666667,0.888888888888889,0.188336053460484,5,0,"Random","Grasshopper Sparrow","Passeriformes","Passerellidae","Ammodramus","savannarum",10321,"Passerellidae","Passeriformes","AVIBASE-5BFFE091",6,3,3,0,5,13.8,8.2,4.5,6.1,20.1,58.2,12.3,46,21.1,41.4,17.6,"Dunning",NA,"NO",NA,NA,"Grassland",3,2,"Omnivore","Invertivore","Generalist",3.31,51.58,40.3,-94.6,5240933.14
"343","HESP","N1B","HESP",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Henslow's Sparrow","Passeriformes","Passerellidae","Centronyx","henslowii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","HOWR","N1B","HOWR",18,1,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.111111111111111,0.638163195084119,2,0,"Random","House Wren","Passeriformes","Troglodytidae","Troglodytes","aedon",8598,"Troglodytidae","Passeriformes","AVIBASE-7B6E99A9",104,12,20,72,26,15.9,9.8,3,3.1,20.1,51.4,6.7,44.9,12.9,41.1,10.9,"Dunning",NA,"NO",NA,NA,"Shrubland",3,1,"Carnivore","Invertivore","Insessorial",-55.72,59.66,4.96,-75.18,25653883.47
"345","MODO","N1B","MODO",18,6,0.333333333333333,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0.617075077451974,0.444444444444444,0.222222222222222,0.5,8,0,"Random","Mourning Dove","Columbiformes","Columbidae","Zenaida","macroura",717,"Columbidae","Columbiformes","AVIBASE-00124D98",15,5,7,3,6,19.6,9.3,2.7,3.4,19.6,144.4,53.1,91.6,36.6,122.2,118.9,"Dunning",NA,"NO",NA,NA,"Human Modified",3,1,"Herbivore","Granivore","Terrestrial",7.45,56.32,39.64,-99.32,11131808.01
"346","NOBO","N1B","NOBO",18,11,0.611111111111111,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0.333550254111905,0.777777777777778,0.444444444444444,0.212515326392464,7,0,"Random","Northern Bobwhite","Galliformes","Odontophoridae","Colinus","virginianus",153,"Odontophoridae","Galliformes","AVIBASE-91CCBC71",4,2,2,0,4,14.9,8.6,7,8.4,29.6,109.8,30.3,79.4,27.6,56.8,171.9,"Dunning",NA,"NO",NA,NA,"Human Modified",2,1,"Herbivore","Omnivore","Terrestrial",14.51,45.69,34.48,-91.61,4364464.18
"347","NOCA","N1B","NOCA",18,1,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.111111111111111,0.00233886749052363,1,0,"Random","Northern Cardinal","Passeriformes","Cardinalidae","Cardinalis","cardinalis",10744,"Cardinalidae","Passeriformes","AVIBASE-4E74AE22",64,24,40,0,8,17.6,14.7,9.3,12.3,24.5,93.5,14.2,77.7,15.5,101.8,42.6,"Dunning",NA,"NO",NA,NA,"Shrubland",2,1,"Herbivore","Omnivore","Insessorial",15.65,47.34,34.85,-92.41,5834572.06
"348","NOHA","N1B","NOHA",18,1,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.111111111111111,0.638163195084119,2,0,"Random","Northern Harrier","Accipitriformes","Accipitridae","Circus","hudsonius",3079,"Accipitridae","Accipitriformes","AVIBASE-A091D50A",4,2,2,0,4,31.1,17.2,10.1,13.2,82,360.9,161.1,199.8,44.6,212.9,393,"DataFromSplit",NA,"NO",NA,NA,"Grassland",3,3,"Carnivore","Vertivore","Aerial",30.02,69.8,52.86,-111.67,12347245.55
"349","OROR","N1B","OROR",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Orchard Oriole","Passeriformes","Passeriformes","Icterus","spurius",10505,"Icteridae","Passeriformes","AVIBASE-E2014696",16,7,9,0,4,17.2,11.6,4.4,5.3,21.5,77,20.9,56.6,26.9,67,19.4,"Dunning",NA,"NO",NA,NA,"Forest",2,3,"Carnivore","Invertivore","Insessorial",19,50.57,36.74,-92.53,4790205.22
"350","RNEP","N1B","RNEP",18,4,0.222222222222222,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0.570750388058174,0.111111111111111,0.333333333333333,0.900758075069197,8,0,"Random","Ring-necked Pheasant","Galliformes","Phasianidae","Phasianus","colchicus",329,"Phasianidae","Galliformes","AVIBASE-2FA39DCD",9,3,6,0,4,35.4,22,12.9,11.4,63.3,237.7,61.3,175.8,25.8,449.8,1120.3,"Dunning",NA,"NO",NA,NA,"Human Modified",2,1,"Herbivore","Omnivore","Terrestrial",20.23,53.22,38.76,101.53,7426719.32
"351","RWBL","N1B","RWBL",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Red-winged Blackbird","Passeriformes","Icteridae","Agelaius","phoeniceus",10522,"Icteridae","Passeriformes","AVIBASE-C86D078E",7,2,5,0,6,22.7,15.4,5.6,8.8,28,118,27.8,88.9,24,88.9,50.8,"Dunning",NA,"NO",NA,NA,"Wetland",3,3,"Herbivore","Granivore","Generalist",9.66,67.41,44.62,-102.04,13703226.95
"352","UPSA","N1B","UPSA",18,11,0.611111111111111,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0.333550254111905,0.777777777777778,0.444444444444444,0.387859825922235,8,0,"Random","Upland Sandpiper","Charadriiformes","Scolopacidae","Bartramia","longicauda",2446,"Scolopacidae","Charadriiformes","AVIBASE-BF1DA86E",5,2,3,0,4,32.9,21.5,3.4,3.8,48.7,159,83.7,74.8,52.9,79.4,158.9,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Carnivore","Invertivore","Terrestrial",35.81,69.33,49.36,-105.81,3282893.45
"353","YBCU","N1B","YBCU",18,2,0.111111111111111,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.453254704753736,0,0.222222222222222,0.728379321339319,4,0,"Random","Yellow-billed Cuckoo","Cuculiformes","Cuculidae","Coccyzus","americanus",1653,"Cuculidae","Cuculiformes","AVIBASE-0CF12F81",12,3,7,2,4,29.2,20,7,8.2,24.5,143.4,62.4,82.6,43,146.3,64,"Dunning",NA,"NO",NA,NA,"Forest",1,3,"Carnivore","Invertivore","Insessorial",-14.02,48.99,36.04,-90.96,5270361.03
"354","AMCR","N1B","AMCR",18,1,0.0555555555555556,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.111111111111111,0,0.638163195084119,2,0,"Random","American Crow","Passeriformes","Corvidae","Corvus","brachyrhynchos",6985,"Corvidae","Passeriformes","AVIBASE-9E9F2476",13,4,9,0,4,51.1,35.4,14.7,17.7,59.3,309.6,109.1,199.9,35.3,177.3,448.8,"Dunning","NA","NO","NA","NA","Human Modified",2,2,"Omnivore","Omnivore","Terrestrial",24.53,63.75,46.23,-97.42,11573830.54
"355","BCCH","N1B","BCCH",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Black-capped Chickadee","Passeriformes","Paridae","Poecile","atricapillus",7216,"Paridae","Passeriformes","AVIBASE-B1F0CC82",13,5,7,1,7,10.3,7.2,3.7,4,16.8,64.4,12,52.5,18.6,61.7,10.8,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Omnivore","Invertivore","Insessorial",34.2,65.98,50.08,-104.99,9078514.18
"356","CONI","N1B","CONI",18,4,0.222222222222222,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0.570750388058174,0.333333333333333,0.111111111111111,0.0539883760992697,4,0,"Random","Common Nighthawk","Caprimulgiformes","Caprimulgidae","Chordeiles","minor",1005,"Caprimulgidae","Caprimulgiformes","AVIBASE-24E39ACD",10,4,2,4,4,12.7,6.1,3.3,2.7,16.7,192.8,118.7,76.6,60.7,104,79.3,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Carnivore","Invertivore","Aerial",7.21,65.4,45.23,-100.42,13037233.58
"357","EABL","N1B","EABL",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Eastern Bluebird","Passeriformes","Turdidae","Sialia","sialis",8848,"Turdidae","Passeriformes","AVIBASE-A8347C7D",4,2,2,0,4,15.4,9.1,4.2,4.5,19.7,95.8,31.4,64.4,32.8,62.5,27.5,"Dunning",NA,"NO",NA,NA,"Woodland",2,2,"Carnivore","Invertivore","Insessorial",12.85,53.98,38.51,-89.69,5460000
"358","NOFL","N1B","NOFL",18,2,0.111111111111111,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.111111111111111,0.111111111111111,0.728379321339319,4,0,"Random","Northern Flicker","Piciformes","Picidae","Colaptes","auratus",3870,"Picidae","Piciformes","AVIBASE-2B7F2525",14,7,7,0,10,38.4,27.6,8.2,7.9,28.4,151.8,37.5,114.3,24.8,105.3,131.5,"Dunning",NA,"NO",NA,NA,"Shrubland",2,2,"Carnivore","Invertivore","Generalist",19.26,68.71,50.48,-99.78,10804791.76
"359","RBWO","N1B","RBWO",18,1,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.111111111111111,0.638163195084119,2,0,"Random","Red-bellied Woodpecker","Piciformes","Picidae","Melanerpes","carolinus",3937,"Picidae","Piciformes","AVIBASE-078557F2",10,4,6,0,5,32.6,21.6,7.1,7.6,21.1,127.2,35.5,90.4,28.2,76.8,69.5,"Dunning",NA,"NO",NA,NA,"Woodland",1,1,"Omnivore","Omnivore","Insessorial",24.53,46.9,36.96,-88,3074161.82
"360","RHWO","N1B","RHWO",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Red-headed Woodpecker","Piciformes","Picidae","Melanerpes","erythrocephalus",3920,"Picidae","Piciformes","AVIBASE-448D91B7",6,2,3,1,4,27.3,20.3,7.6,7.4,20.6,139.7,40.6,98.9,29.1,83.3,71.6,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",25.64,51.7,40.26,-93.26,5461683.2
"361","SOSP","N1B","SOSP",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Song Sparrow","Passeriformes","Passerellidae","Melospiza","melodia",10441,"Passerellidae","Passeriformes","AVIBASE-A5F09E05",6,2,3,1,5,13.4,8.5,5.3,6.7,21.5,66.3,13.2,52.6,20.1,67.2,21.9,"Dunning",NA,"NO",NA,NA,"Shrubland",2,2,"Omnivore","Omnivore","Generalist",18.99,62.57,47.88,-103.48,10313728.38
"362","RLHA","N1B","RLHA",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Rough-legged Hawk","Accipitriformes","Accipitridae","Buteo","lagopus",3198,"Accipitridae","Accipitriformes","AVIBASE-90B13ACF",7,3,4,0,4,34.5,20.2,11.7,15.9,72.3,428.3,180.3,248.5,42.1,240,949.8,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Carnivore","Vertivore","Insessorial",47.6,83.11,67.33,2.14,9709846.76
"363","RTHA","N1B","RTHA",18,2,0.111111111111111,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.111111111111111,0.111111111111111,0.728379321339319,4,0,"Random","Red-tailed Hawk","Accipitriformes","Accipitridae","Buteo","jamaicensis",3196,"Accipitridae","Accipitriformes","AVIBASE-536A5157",5,2,3,0,4,37.6,22.9,14.4,20.2,80.9,402.8,139.9,270.8,34.1,212.2,1101.2,"Dunning",NA,"NO",NA,NA,"Woodland",2,3,"Carnivore","Vertivore","Insessorial",8.36,68.66,45.5,-105.33,15462822.34
"364","SEOW","N1B","SEOW",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Short-eared Owl","Strigiformes","Strigidae","Asio","flammeus",2875,"Strigidae","Strigiformes","AVIBASE-8F123A11",5,2,2,1,4,27.3,13.7,9,13,42.5,297.2,141,156.2,47.5,146.5,322.6,"Dunning",NA,"NO",NA,NA,"Grassland",3,3,"Carnivore","Vertivore","Aerial",-55.05,74.25,49.62,11.33,39874062.36
"365","SEWR","N1B","SEWR",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Sedge Wren","Passeriformes","Troglodytidae","Cistothorus","stellaris",8608,"Troglodytidae","Passeriformes","AVIBASE-43D33E03",1,0,1,0,0,11.9,7.7,2.3,2.7,16,45,6.1,39.6,13.4,36,9,"DataFromSplit",NA,"YES","Beak Nares; Kipp's Distance; Secondary1; Hand-Wing Index","Cistothorus platensis","Grassland",3,2,"Carnivore","Invertivore","Insessorial",37.7,55.64,45.92,-92.87,1872123
"366","YEWA","N1B","YEWA",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Yellow Warbler","Passeriformes","Parulidae","Setophaga","petechia",10612,"Parulidae","Passeriformes","AVIBASE-A6C0C4A9",92,45,24,23,8,11.7,8,3.4,3.2,20,60.2,14.1,45.7,23.6,43.3,10.2,"Dunning",NA,"NO",NA,NA,"Shrubland",1,3,"Carnivore","Invertivore","Insessorial",-3.94,70.64,50.59,-108.69,15552185.22
"367","PISI","N1B","PISI",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Pine Siskin","Passeriformes","Fringillidae","Spinus","pinus",10228,"Fringillidae","Passeriformes","AVIBASE-B48335B1",5,2,3,0,4,14,9,4.3,5.5,13.9,72.4,25.6,47,35.2,48.3,12.7,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Granivore","Insessorial",14.9,65.72,49.57,-108.01,7806130.28
"368","COHA","N1B","COHA",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Cooper's Hawk","Accipitriformes","Accipitridae","Accipiter","cooperii",3123,"Accipitridae","Accipitriformes","AVIBASE-EB98812F",5,2,3,0,4,25.4,13.9,8.6,13.2,62,241.2,77.8,163.5,32.3,188.4,429.7,"Dunning",NA,"NO",NA,NA,"Woodland",2,3,"Carnivore","Vertivore","Aerial",23.28,53.31,41.25,-100.49,8393137.06
"369","NSHR","N1B","NSHR",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Northern Shrike","Passeriformes","Laniidae","Lanius","borealis",6905,"Laniidae","Passeriformes","AVIBASE-76158864",0,0,0,0,0,23.2,13.9,6.9,9.3,29.4,109.2,28.7,80.4,26.3,106.2,63.4,"DataFromSplit",NA,"YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length","Lanius excubitor","Shrubland",3,3,"Carnivore","Vertivore","Insessorial",42.5,70.01,60.4,41.46,11997297.51
"370","BLJA","N1B","BLJA",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Blue Jay","Passeriformes","Corvidae","Cyanocitta","cristata",7025,"Corvidae","Passeriformes","AVIBASE-1DA430B8",11,2,9,0,4,29.9,18.6,10.1,8.9,34.7,130,22.9,108.3,17.4,121.4,88,"Dunning","NA","NO","NA","NA","Woodland",2,1,"Omnivore","Omnivore","Terrestrial",24.53,56.76,43.18,-90.29,6665383.16
"371","COPO","N1B","COPO",18,1,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.111111111111111,0.638163195084119,2,0,"Random","Common Poorwill","Caprimulgiformes","Caprimulgidae","Phalaenoptilus","nuttallii",1039,"Caprimulgidae","Caprimulgiformes","AVIBASE-D621FFC6",5,2,3,0,4,13.9,6.2,4.2,2.6,17.2,144.2,62.2,83.2,42.8,85.4,48.3,"Dunning",NA,"NO",NA,NA,"Shrubland",3,2,"Carnivore","Invertivore","Generalist",21.41,51.9,37.31,-109.44,4384334.96
"372","BARS","N1B","BARS",18,1,0.0555555555555556,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.111111111111111,0.638163195084119,2,0,"Random","Barn Swallow","Passeriformes","Hirundinidae","Hirundo","rustica",7714,"Hirundinidae","Passeriformes","AVIBASE-58C502EA",68,23,24,21,10,12.4,6,4.5,2.7,11.7,115.8,62.3,56,52.6,71.4,17.9,"Dunning",NA,"NO",NA,NA,"Human Modified",3,3,"Carnivore","Invertivore","Aerial",-37.53,71.13,47.56,34.57,51701054.06
"373","CHSW","N1B","CHSW",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Chimney Swift","Caprimulgiformes","Apodidae","Chaetura","pelagica",1136,"Apodidae","Caprimulgiformes","AVIBASE-C3AD1AFF",5,1,3,1,4,6.3,3.5,2.9,2.4,11.6,124.4,86.8,36.6,70.3,43.8,23.6,"Dunning",NA,"NO",NA,NA,"Human Modified",1,3,"Carnivore","Invertivore","Aerial",25.48,53.93,40.95,-88.88,5841319.17
"374","GOEA","N1B","GOEA",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Golden Eagle","Accipitriformes","Accipitridae","Aquila","chrysaetos",3050,"Accipitridae","Accipitriformes","AVIBASE-5F8E7CA8",8,2,6,0,8,56.8,37,18.5,28.4,101.4,603.1,221.2,381.9,36.7,307.1,4248,"Dunning",NA,"NO",NA,NA,"Grassland",3,2,"Carnivore","Vertivore","Aerial",6.36,71.12,50.67,38.05,39450257.98
"375","GRPC","N1B","GRPC",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Greater Prairie-Chicken","Galliformes","Phasianidae","Tympanuchus","cupido",370,"Phasianidae","Galliformes","AVIBASE-F59448B7",5,0,4,1,4,23.5,12.5,8.7,9,41.8,204.8,86.4,116.1,42.7,82,870.1,"Dunning",NA,"NO",NA,NA,"Grassland",3,1,"Herbivore","Granivore","Terrestrial",28.74,47.96,41.99,-98.5,402889.24
"376","INBU","N1B","INBU",18,1,0.0555555555555556,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.111111111111111,0.638163195084119,2,0,"Random","Indigo Bunting","Passeriformes","Cardinalidae","Passerina","cyanea",10711,"Cardinalidae","Passeriformes","AVIBASE-043F337A",31,15,16,0,15,11.7,7.6,5.1,6.2,17.2,64.8,14.7,50.3,22.5,48.9,14.7,"Dunning",NA,"NO",NA,NA,"Shrubland",2,3,"Herbivore","Granivore","Terrestrial",24.53,52.55,39.21,-91.56,5700834.65
"377","LASP","N1B","LASP",18,3,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0.205903210732068,0,0.333333333333333,0.5,5,0,"Random","Lark Sparrow","Passeriformes","Passerellidae","Chondestes","grammacus",10305,"Passerellidae","Passeriformes","AVIBASE-78509A5D",5,2,3,0,4,15.1,9.7,5.1,7.1,20.1,85.5,24.7,60.9,28.8,64.3,29,"Dunning",NA,"NO",NA,NA,"Shrubland",3,2,"Herbivore","Granivore","Generalist",20.37,52.1,38.78,-103.76,5604939.24
"378","SUTA","N1B","SUTA",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Summer Tanager","Passeriformes","Cardinalidae","Piranga","rubra",10739,"Cardinalidae","Passeriformes","AVIBASE-891798D9",57,25,29,3,10,19.2,13.3,8.4,9,19.5,92,27.9,67.4,29.2,71.3,29.1,"Dunning",NA,"NO",NA,NA,"Forest",1,3,"Carnivore","Invertivore","Insessorial",24.5,42.5,33.47,-93.77,3269576.69
"379","WEKI","N1B","WEKI",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Western Kingbird","Passeriformes","Tyrannidae","Tyrannus","verticalis",5733,"Tyrannidae","Passeriformes","AVIBASE-2281F1C7",4,2,2,0,4,21.8,13.5,7.5,6.4,18.3,126.1,41.9,84.3,33.2,89.9,39.6,"Dunning",NA,"NO",NA,NA,"Shrubland",3,3,"Carnivore","Invertivore","Insessorial",26.05,53.7,40.94,-108.96,5067458.79
"380","BEWR","N1B","BEWR",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Bewick's Wren","Passeriformes","Troglodytidae","Thryomanes","bewickii",8615,"Troglodytidae","Passeriformes","AVIBASE-603194D3",5,2,3,0,4,15.5,10.1,2.6,3,17.5,54,7.3,46.1,13.8,51.2,9.9,"Dunning",NA,"NO",NA,NA,"Shrubland",2,2,"Carnivore","Invertivore","Generalist",16.27,50.41,33.54,-106.62,3360146.45
"381","KILL","N1B","KILL",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Killdeer","Charadriiformes","Charadriidae","Charadrius","vociferus",2373,"Charadriidae","Charadriiformes","AVIBASE-BCF9A19A",4,2,2,0,4,21.5,13.1,3.5,4.2,34.4,158.8,83.5,75.2,52.6,85.8,96.4,"Dunning",NA,"NO",NA,NA,"Wetland",3,3,"Carnivore","Omnivore","Terrestrial",-18.69,68.94,44.7,-102.9,14759088.1
"382","LOSH","N1B","LOSH",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Loggerhead Shrike","Passeriformes","Laniidae","Lanius","ludovicianus",6902,"Laniidae","Passeriformes","AVIBASE-36171C2B",11,2,9,0,4,21.1,12.3,6.5,8.8,27.7,96.4,21.7,74.2,22.6,96.7,51.6,"Dunning",NA,"NO",NA,NA,"Shrubland",3,3,"Carnivore","Invertivore","Insessorial",16.1,55.52,38.03,-101.11,8852504.29
"383","TUTI","N1B","TUTI",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Tufted Titmouse","Passeriformes","Paridae","Baeolophus","bicolor",7196,"Paridae","Passeriformes","AVIBASE-B488AB70",17,5,10,2,11,13.3,8.8,4.9,5.5,20.5,77.9,12.5,65.2,16.1,68.6,21.6,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",25.84,45.77,36.97,-86.71,2969712.5
"384","BGGN","N1B","BGGN",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Blue-gray Gnatcatcher","Passeriformes","Polioptilidae","Polioptila","caerulea",8571,"Polioptilidae","Passeriformes","AVIBASE-A15C5071",8,3,3,2,7,11.3,7.4,2.8,2.3,15.9,50.8,9.6,40.8,19.1,49.1,5.8,"Dunning",NA,"NO",NA,NA,"Woodland",2,3,"Carnivore","Invertivore","Insessorial",14.44,46.6,33.81,-96.34,6582606.18
"385","EATO","N1B","EATO",18,3,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.205903210732068,0,0.333333333333333,0.82172383111637,6,0,"Random","Eastern Towhee","Passeriformes","Passerellidae","Pipilo","erythrophthalmus",10360,"Passerellidae","Passeriformes","AVIBASE-6090278A",13,6,7,0,8,15.4,9.8,5.5,8.2,27,82.3,11.1,70.8,13.6,91.7,40,"Dunning",NA,"NO",NA,NA,"Forest",2,2,"Herbivore","Omnivore","Generalist",24.53,51.51,39.13,-85.4,3162018.06
"386","KEWA","N1B","KEWA",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Kentucky Warbler","Passeriformes","Parulidae","Geothlypis","formosa",10588,"Parulidae","Passeriformes","AVIBASE-8C105C3C",19,4,13,2,4,13.8,8.7,3.5,3.7,22.8,66.9,16.6,50,24.9,48.1,14,"Dunning",NA,"NO",NA,NA,"Forest",1,3,"Carnivore","Invertivore","Generalist",29.58,44.47,36.24,-86.53,1970256.38
"387","CARW","N1B","CARW",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Carolina Wren","Passeriformes","Troglodytidae","Thryothorus","ludovicianus",8613,"Troglodytidae","Passeriformes","AVIBASE-5217F951",13,3,6,4,10,16.9,11.1,3.2,3.9,21.4,59.4,6.8,52.6,11.4,50.7,19,"Dunning",NA,"NO",NA,NA,"Woodland",2,1,"Carnivore","Invertivore","Insessorial",21.45,45.64,35.21,-87.93,3040027.22
"388","COGR","N1B","COGR",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Common Grackle","Passeriformes","Icteridae","Quiscalus","quiscula",10535,"Icteridae","Passeriformes","AVIBASE-8BBB3255",10,4,6,0,4,33,21.8,7.3,10.5,35.6,132.9,34.3,98.2,25.9,118.2,105.2,"Dunning",NA,"NO",NA,NA,"Wetland",3,2,"Carnivore","Omnivore","Terrestrial",24.53,61.37,44.95,-93.93,8216640.27
"389","EAWP","N1B","EAWP",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,"No_change-absent","Eastern Wood-Pewee","Passeriformes","Tyrannidae","Contopus","virens",5894,"Tyrannidae","Passeriformes","AVIBASE-9891BF73",19,3,7,9,4,14.3,10,6.3,4,14.2,81,25.6,57,31,62.7,13.9,"Dunning",NA,"NO",NA,NA,"Forest",1,3,"Carnivore","Invertivore","Insessorial",27.9,50.6,40.17,-86.94,4080253.15
